date,NDWI_max,NDWI_mean,NDWI_min,NDWI_stdDev,cloud_cover,is_interpolated
2023-05-11,-0.7410469777443887,-0.8214651988902434,-0.8765205284565994,0.02751356654431061,,True
2023-05-12,-0.7359865248661663,-0.8237609860911301,-0.8854848098980901,0.028671094525464496,,True
2023-05-13,-0.7293749552928489,-0.8255472267360972,-0.8928767097114486,0.029693588804191016,,True
2023-05-14,-0.7215652070941637,-0.8268397941104804,-0.8986899021156167,0.030566569416034316,,True
2023-05-15,-0.7129102183398381,-0.8276545614996157,-0.9029180613295363,0.03127555639653853,,True
2023-05-16,-0.7037629270995995,-0.8280074021888392,-0.9055548615721494,0.03180606978124779,,True
2023-05-17,-0.6944762714431754,-0.8279141894634869,-0.9065939770623976,0.03214362960570623,,True
2023-05-18,-0.6854031894402927,-0.8273907966088951,-0.9060290820192225,0.032273755905457974,,True
2023-05-19,-0.6768966191606791,-0.8264530969104,-0.9038538506615662,0.032181968716047164,,True
2023-05-20,-0.669309498674062,-0.825116963653338,-0.9000619572083702,0.03185378807301793,,True
2023-05-21,-0.6629947660501685,-0.8233982701230456,-0.8946470758785767,0.031274734011914405,,True
2023-05-22,-0.6583053593587261,-0.8213128896048593,-0.8876028808911273,0.030430326568280732,,True
2023-05-23,-0.6555942166694622,-0.8188766953841158,-0.8789230464649638,0.02930608577766103,,True
2023-05-24,-0.655214276052104,-0.8161055607461524,-0.868601246819028,0.027887531675599438,,True
2023-05-25,-0.6575184755763791,-0.8130153589763058,-0.8566311561722617,0.026160184297640096,,True
2023-05-26,-0.6628597533120146,-0.8071186664857235,-0.8430064487436069,0.02410956367932713,25.210023,False
2023-05-27,-0.6716262611629448,-0.8061124863068759,-0.8283233400094226,0.021776352077419577,,True
2023-05-28,-0.6843470063699293,-0.8033339637566088,-0.8155882104757385,0.01942188063353607,,True
2023-05-29,-0.7015862100079351,-0.8023046707730909,-0.8084099819060009,0.01736264271051014,,True
2023-05-30,-0.7239080931519287,-0.8040428824203013,-0.8103975760636569,0.015915131671175326,,True
2023-05-31,-0.7518768768768769,-0.7957167901809132,-0.8251599147121536,0.015395840878365166,28.950077,False
2023-06-01,-0.7838247169351104,-0.8188895009279988,-0.8527842759432711,0.015903953888680947,,True
2023-06-02,-0.8091555077884156,-0.8278634434716823,-0.8792713631621261,0.01666941503379497,,True
2023-06-03,-0.8150410785759427,-0.85768969568844,-0.8871002361021678,0.016704858839147303,8.780912,False
2023-06-04,-0.7948461092071923,-0.8262161508266626,-0.8659542239235694,0.015381203534864005,,True
2023-06-05,-0.7667066826730692,-0.8092124640962414,-0.8343337334933973,0.013502502169815226,22.94701,False
2023-06-06,-0.7501814739582273,-0.8125580440792165,-0.8131595940041062,0.012046869676269029,,True
2023-06-07,-0.7457481229409182,-0.8105970702883981,-0.8042172462428084,0.011255533701341145,,True
2023-06-08,-0.7491140107227926,-0.811136576655525,-0.804508283895281,0.011185500070859226,,True
2023-06-09,-0.7559865184055012,-0.8132720850532307,-0.8110343006473009,0.01189377461065091,,True
2023-06-10,-0.7620730270906949,-0.7962780559317346,-0.8207968901846453,0.013437363146543849,0.294418,False
2023-06-11,-0.7641056414079314,-0.8188794423200425,-0.8312363067363985,0.015785132486522198,,True
2023-06-12,-0.7629153600983956,-0.8213416056549586,-0.8415474467048698,0.01855339336719615,,True
2023-06-13,-0.7603579054311786,-0.8233803999520733,-0.8513638670356757,0.021270317507332378,,True
2023-06-14,-0.7582889996753727,-0.8248906178045629,-0.8603191246744325,0.023464076625697595,,True
2023-06-15,-0.7585643651000686,-0.8257670518056025,-0.8680467765667567,0.024662842441058475,,True
2023-06-16,-0.7630397239743588,-0.8259044945483681,-0.8741803796582649,0.024394786672181732,,True
2023-06-17,-0.773570798567334,-0.8251977386260354,-0.878353490894573,0.022188081037834036,,True
2023-06-18,-0.7920133111480865,-0.8443424048499626,-0.8801996672212978,0.017570897256782094,11.712211,False
2023-06-19,-0.8186306708273369,-0.8207135653425295,-0.8793968187282488,0.010462541794784737,,True
2023-06-20,-0.8473170340823243,-0.8162303265523843,-0.8758002680820077,0.0023468601055694166,,True
2023-06-21,-0.8703742442319174,-0.8094912462391968,-0.8693096910933498,-0.004901167610144281,,True
2023-06-22,-0.8801041445949845,-0.7998957103808186,-0.8598247635730498,-0.009406561151636766,,True
2023-06-23,-0.8688085784903941,-0.7868431049551013,-0.8472451613318828,-0.009294340318188451,,True
2023-06-24,-0.8287893892370145,-0.7697328159398966,-0.8314705601806236,-0.0026895249090797407,,True
2023-06-25,-0.7523484201537147,-0.7823437175285463,-0.8124006359300477,0.012282865276408952,25.654176,False
2023-06-26,-0.6367067378111684,-0.7213919408539265,-0.7902102591179315,0.036335103214752945,,True
2023-06-27,-0.4987623017872739,-0.6920351804299876,-0.7661750791900609,0.06552863298545046,,True
2023-06-28,-0.3603322949117342,-0.6246407147815176,-0.7418459403192228,0.09476219144375546,26.829091,False
2023-06-29,-0.23938204806467842,-0.6344988584861598,-0.718506767560988,0.11983645868535309,,True
2023-06-30,-0.13846948432793565,-0.608688036310425,-0.6963738095020608,0.14015988776765342,,True
2023-07-01,-0.056300674833760694,-0.5848302208581881,-0.6753963956119298,0.15604287498849778,,True
2023-07-02,0.008418309285591898,-0.5628197118046286,-0.6555238553600827,0.16779581664572754,,True
2023-07-03,0.05698139689786746,-0.542550808824926,-0.6367055182160078,0.17572910903718392,,True
2023-07-04,0.09068251687081146,-0.5239178115942595,-0.6188907136491932,0.1801531484607083,,True
2023-07-05,0.11081559807216916,-0.5068150197878085,-0.602028771129127,0.18137833121414187,,True
2023-07-06,0.11867456936968605,-0.49113673308075234,-0.586069020125297,0.17971505359532616,,True
2023-07-07,0.11555335963110755,-0.47677725114827046,-0.5709607901071915,0.1754737119021023,,True
2023-07-08,0.10274589772417903,-0.46363087366554256,-0.5566534105442985,0.16896470243231163,,True
2023-07-09,0.08154611251664574,-0.4515919003077483,-0.5430962109061063,0.1604984214837955,,True
2023-07-10,0.05324793287625318,-0.44055463075006734,-0.5302385206621026,0.15038526535439523,,True
2023-07-11,0.01914528767074682,-0.43041336466767954,-0.5180296692817757,0.1389356303419521,,True
2023-07-12,-0.019467894232128156,-0.4210624017357645,-0.5064189862346138,0.12645991274430748,,True
2023-07-13,-0.06129768396462622,-0.41239604162950166,-0.49535580099010473,0.11326850885930256,,True
2023-07-14,-0.10505015265900199,-0.4043085840240709,-0.4847894430177367,0.09967181498477876,,True
2023-07-15,-0.14943137144751012,-0.39669432859465165,-0.4746692417869979,0.0859802274185774,,True
2023-07-16,-0.1931474114624051,-0.38944757501642335,-0.4649445267673762,0.07250414245853971,,True
2023-07-17,-0.23490434383594183,-0.3824626229645656,-0.45556462742835974,0.05955395640250702,,True
2023-07-18,-0.27340823970037453,-0.37492395494066405,-0.44647887323943664,0.047440065548320705,13.812305,False
2023-07-19,-0.3076150519192367,-0.3688766648202021,-0.4376451510229894,0.03641339422658793,,True
2023-07-20,-0.3374802602811755,-0.3621852159834574,-0.42905557701297803,0.026486978898979666,,True
2023-07-21,-0.36320922630611674,-0.35557468318460506,-0.42071082479625693,0.01761438405993276,,True
2023-07-22,-0.38500731151398637,-0.3490603240042268,-0.41261156795968057,0.009749174203884051,,True
2023-07-23,-0.4030798774247103,-0.3426573960229042,-0.4047584800901034,0.0028449138252703834,,True
2023-07-24,-0.41763228555821436,-0.3363811568212187,-0.3971522347743798,-0.0031448325814713686,,True
2023-07-25,-0.42886989743442416,-0.3302468639797521,-0.38979350559936415,-0.00826650052190436,,True
2023-07-26,-0.4369980745732658,-0.3242697750790859,-0.38268296615191094,-0.01256652550159173,,True
2023-07-27,-0.4422221784946652,-0.3184651476998016,-0.37582129001887465,-0.01609134302609666,,True
2023-07-28,-0.4447475707185482,-0.31284823942248086,-0.3692091507871096,-0.018887388600982272,,True
2023-07-29,-0.4447796127648404,-0.3074343078277052,-0.36284722204347036,-0.021001097731811698,,True
2023-07-30,-0.4425236661534679,-0.30223861049605627,-0.3567361773748111,-0.022478905924148116,,True
2023-07-31,-0.43818509240435655,-0.2972764050081157,-0.35087669036798663,-0.02336724868355467,,True
2023-08-01,-0.4319692530374321,-0.292562948944465,-0.34526943460985104,-0.023712561515594494,,True
2023-08-02,-0.4240815095726204,-0.28811349988568574,-0.33991508368725887,-0.023561279925830736,,True
2023-08-03,-0.4147272235298476,-0.2839433154123596,-0.3348143111870647,-0.022959839419826565,,True
2023-08-04,-0.4041117564290392,-0.28006765310506804,-0.3299677906961227,-0.02195467550314511,,True
2023-08-05,-0.39244046979012115,-0.27650177054439257,-0.3253761958012875,-0.020592223681349518,,True
2023-08-06,-0.3799187251330195,-0.2732609253109148,-0.32104020008941353,-0.018918919460002948,,True
2023-08-07,-0.3667518839776599,-0.2703603749852161,-0.31696047714735504,-0.016981198344668533,,True
2023-08-08,-0.3531453078439682,-0.267815377147878,-0.31313770056196655,-0.014825495840909432,,True
2023-08-09,-0.33930435825187033,-0.265641189379482,-0.3095725439201025,-0.012498247454288791,,True
2023-08-10,-0.3254343967212922,-0.26385306926060953,-0.3062656808086174,-0.010045888690369754,,True
2023-08-11,-0.3117407847721597,-0.262466274371842,-0.3032177848143656,-0.007514855054715483,,True
2023-08-12,-0.29842888392439854,-0.26149606229376104,-0.3004295295242015,-0.004951582052889107,,True
2023-08-13,-0.2857040556979347,-0.2609576906069481,-0.29790158852497955,-0.0024025051904537865,,True
2023-08-14,-0.27377166161269384,-0.26086641689198486,-0.29563463540355417,8.594002702734474e-05,,True
2023-08-15,-0.26283706318860217,-0.26123749872945284,-0.29362934374677985,0.0024673180939911235,,True
2023-08-16,-0.2531056219455852,-0.2620861936999336,-0.29188638714151094,0.004695193504874409,,True
2023-08-17,-0.24478269940356903,-0.26342775938400864,-0.2904064391746019,0.006723130754114048,,True
2023-08-18,-0.23807365708247938,-0.2652774533622596,-0.2891901734329072,0.008504694336146899,,True
2023-08-19,-0.23318385650224216,-0.2624203827829935,-0.2882382635032812,0.009993448745409812,6.455423,False
2023-08-20,-0.23024977555443,-0.2705593017215345,-0.28756158858420955,0.011157924419121543,,True
2023-08-21,-0.2291323576172026,-0.27395194094691466,-0.28721185032070257,0.012026515565628462,,True
2023-08-22,-0.22962366244036644,-0.2777736781551832,-0.28725095596940187,0.012642582336058847,,True
2023-08-23,-0.23151574977372785,-0.28196974061011504,-0.2877408127869486,0.013049484881540965,,True
2023-08-24,-0.23460067936709353,-0.28648535557548493,-0.28874332802998465,0.0132905833532031,,True
2023-08-25,-0.23867051097026978,-0.29126575031506774,-0.2903204089551513,0.013409237902173517,,True
2023-08-26,-0.2435173043330631,-0.29625615209263834,-0.2925339628190902,0.013448808679580497,,True
2023-08-27,-0.24893311920528,-0.3014017881719716,-0.2954458968784428,0.013452655836552313,,True
2023-08-28,-0.2547100153367269,-0.30664788581684244,-0.29911811838985053,0.013464139524217237,,True
2023-08-29,-0.2606400524772102,-0.3119396722910259,-0.30361253460995496,0.013526619893703544,,True
2023-08-30,-0.26651529037653643,-0.317222374858297,-0.3089910527953975,0.013683457096139509,,True
2023-08-31,-0.2721277887845122,-0.32244122078243076,-0.31531558020281986,0.01397801128265341,,True
2023-09-01,-0.2772696074509437,-0.32754143732720226,-0.32264802408886323,0.014453642604373516,,True
2023-09-02,-0.28173280612563756,-0.33246825175638656,-0.3310502917101694,0.015153711212428103,,True
2023-09-03,-0.28530944455840024,-0.3371668913337586,-0.3405842903233798,0.016121577257945448,,True
2023-09-04,-0.28779158249903813,-0.3415825833230934,-0.35131192718513576,0.017400600892053822,,True
2023-09-05,-0.2889712796973578,-0.345660554988166,-0.36329510955207905,0.0190341422658815,,True
2023-09-06,-0.2886405959031657,-0.3345400494482648,-0.37659574468085105,0.02106556153055676,0.029809,False
2023-09-07,-0.28688354712250164,-0.3524328944339387,-0.39044699182387255,0.023391400857290086,,True
2023-09-08,-0.2849519743863394,-0.34961939207352194,-0.40076701821668265,0.02532093049762083,0.002064,False
2023-09-09,-0.2839809018502341,-0.35314485458396644,-0.4042566520481171,0.02630901739300745,,True
2023-09-10,-0.2834702611431332,-0.3504475238205337,-0.40406235733708423,0.026980187164256115,,True
2023-09-11,-0.2825112107623318,-0.3520767011527688,-0.4049420070600101,0.028251380102009904,0.792304,False
2023-09-12,-0.280386729473755,-0.3423199873174002,-0.4106733229180139,0.030836921202461776,,True
2023-09-13,-0.2771470771178454,-0.33705092778107215,-0.42111342151098896,0.03464067428400431,,True
2023-09-14,-0.27303433380367526,-0.33022352040472003,-0.4351392681635217,0.03936388787057994,,True
2023-09-15,-0.2682905796403167,-0.32121039708620536,-0.4516278282001988,0.044707810486131115,,True
2023-09-16,-0.2631578947368421,-0.39515408524700346,-0.4694560669456067,0.05037369065460031,0.018446,False
2023-09-17,-0.2578783592023236,-0.2942032021954272,-0.48750094972433206,0.05606277689992996,,True
2023-09-18,-0.2526940531458334,-0.27632612526187633,-0.5046394418609613,0.06147631774606251,,True
2023-09-19,-0.24784705667644358,-0.2564973216635878,-0.519748508680081,0.06631556171694043,,True
2023-09-20,-0.2435794499032267,-0.23546115414141244,-0.531705115506278,0.07028175733650618,,True
2023-09-21,-0.24013331293525464,-0.21396198543620099,-0.5393862276641384,0.07307615312870216,,True
2023-09-22,-0.2377507258815998,-0.19274417828880425,-0.541668810478249,0.07439999761747088,,True
2023-09-23,-0.23667376885133443,-0.17255209544007283,-0.5374298292731964,0.07395453932675479,,True
2023-09-24,-0.23714452195353058,-0.15413009963085758,-0.525546249373567,0.0714410267804963,,True
2023-09-25,-0.23940506529726058,-0.13822255360200925,-0.5048950361039474,0.06656070850263789,,True
2023-09-26,-0.24369747899159663,-0.39405861032777956,-0.4743531547889242,0.059014833017122,29.448107,False
